LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,MEALS,Website,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
XAJB,NYCEEC,X,"Concourse House, HDFC",<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,917-801-2515,2348 Webster Ave,10458,1,65,1013411,251627,wgelabert@concoursehouse.org,3,http://concoursehouse.org,3,2,10XAJB,40.857603,-73.894699,7,15,38302,2115299,2030310021,Fordham South                                                              
QAUW,NYCEEC,Q,Alpha Kappa Alpha Epsilon Pi Omega DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-322-6242,14406 Rockaway Blvd,11420,1,46,1041245,184720,akadaycare@aol.com,3,,3,1,27QAUW,40.673735,-73.794538,7,28,790,4261925,4120620051,Baisley Park                                                               
KBLW,NYCEEC,K,Bushwick United HDFC 4,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,347-269-8152,178 Leonard St,11206,1,21,998991,198004,catherinel@bushwickunited.org,3,http://bushwickunited.org,2,2,14KBLW,40.710036,-73.946992,7,34,505,3327883,3030240001,East Williamsburg                                                          
QBBH,NYCEEC,Q,"New Milestone, Inc.",,718-539-2068,13254 Pople Ave,11355,1,20,1031169,213849,new.milestone01@yahoo.com,2,,7,1,25QBBH,40.753486,-73.831277,7,20,79702,4115135,4051040027,Flushing                                                                   
KBKQ,NYCEEC,K,Parkside ECDC,,718-722-6236,525 Parkside Ave,11226,1,40,996498,178302,sandrahuntsmith@yahoo.com,5,,9,3,17KBKQ,40.655937,-73.955515,7,40,802,3115846,3050490001,Prospect Lefferts Gardens-Wingate                                          
X211,DOE,X,P.S. 211,,718-901-0436,1919 Prospect Ave,10457,1,36,1014648,246656,TDrummond@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/12/x211,3,3,12X211,40.843546,-73.889755,7,17,36901,2094582,2029510032,East Tremont                                                               
Q174,DOE,Q,P.S. 174 William Sidney Mount,,718-897-7006,65 - 10 Dieterle Cres,11374,1,36,1022668,201888,lhui2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/28/q174,3,3,28Q174,40.720977,-73.86153,7,29,69702,4000000,4031310031,Rego Park                                                                  
Q705,CHARTER,Q,"Renaissance Charter School UPK, The",,718-803-0060,35 - 59 81 St,11372,1,18,1016113,212508,fsmith@renaissancecharter.org,3,http://renaissancecharter.org,2,1,30Q705,40.751379,-73.885544,7,25,283,4029684,4012810001,Jackson Heights                                                            
KCJH,NYCEEC,K,"A Castle For Classy Kids Learning Center, Inc.",,347-750-8154,2570 Pitkin Ave,11208,1,36,1018271,185021,acastle4classykids@gmail.com,3,,7,1,19KCJH,40.6746,-73.877427,7,37,1194,3336165,3040240018,East New York                                                              
KBGY,NYCEEC,K,"Kreative Kare DCC, Inc.",,718-386-3242,292 Palmetto St,11237,1,20,1008189,193091,kreativekare@aol.com,7,,8,1,32KBGY,40.696805,-73.913702,7,37,435,3076842,3033620006,Bushwick North                                                             
KCNN,NYCEEC,K,"Little Brilliant Minds, Inc.",,718-234-6463,5916 20th Ave,11204,1,15,989023,165054,littlebrilliantminds@gmail.com,5,http://littlebrilliantminds.com,9,3,20KCNN,40.619815,-73.98245,7,44,244,3131902,3055130044,Borough Park                                                               
QBHY,NYCEEC,Q,Aim High Leadership Academy,,917-288-8290,131 - 44 134th St,11420,1,12,1038359,183174,aimhighleadershipacademy@gmail.com,3,,4,1,27QBHY,40.670261,-73.804538,7,28,814,4255797,4117780082,South Ozone Park                                                           
KBVO,NYCEEC,K,"Yeled V'Yalda ECC, Inc.",,718-732-7770,2166 Coney Is Ave,11223,3,40,994805,159373,cbuchman@yeled.org,1,http://yeled.org,7,1,21KBVO,40.6042,-73.961654,7,48,416,3394079,3066850034,Homecrest                                                                  
MBJU,NYCEEC,M,UCP Of NYC Manhattan UPK,,212-686-6700,80 West End Ave,10023,1,32,987605,221411,mkaufman@ucpnyc.org,5,http://ucpnyc.org,9,3,03MBJU,40.774469,-73.987782,7,6,151,1030337,0,Lincoln Square                                                             
KBGI,NYCEEC,K,Yeled V'Yalda 1257,,718-514-8712,1257 38th St,11218,3,110,988054,173072,mhorowitz@yeled.org,3,http://yeled.org,3,1,15KBGI,40.641793,-73.986693,7,39,226,3394062,3052950047,Borough Park                                                               
KBRL,NYCEEC,K,"Tiny Tots Express, Inc.",,718-338-9561,3321 Ave N,11234,1,15,1000484,164353,ttexpressinc@aol.com,8,http://tinytotsexpressinc.webs.com,7,1,22KBRL,40.617562,-73.941975,7,45,746,3210450,3076690002,Flatlands                                                                  
QACJ,NYCEEC,Q,Jewish Institute Of Queens,,718-426-9369,6005 Woodhaven Blvd,11373,1,72,1020000,205666,office@queensgymnasia.org,3,http://jiqueens.com,3,1,28QACJ,40.731256,-73.871561,7,29,687,4072178,4030880001,Rego Park                                                                  
K219,DOE,K,P.S. 219 Kennedy - King,,718-342-0493,1060 Clarkson Ave,11212,1,72,1005716,179426,wsmith4@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/18/k219,2,3,18K219,40.659288,-73.922919,7,41,886,3101168,3046480001,Rugby-Remsen Village                                                       
QBEJ,NYCEEC,Q,Queens Herald Community Corp.,,646-535-7245,"42 - 35 Main St, 2nd Floor",11355,1,32,1032025,214252,info@qhcommunity.org,3,http://qhcommunity.org,2,1,25QBEJ,40.755178,-73.828183,7,20,853,4115775,4051350001,Flushing                                                                   
XAKX,NYCEEC,X,Anna Lefkowitz DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-292-8682,690 Westchester Ave,10455,1,30,1010022,236827,judy.valez.phm@gmail.com,3,http://philiphmichaels.org,7,1,07XAKX,40.816584,-73.907585,7,17,79,2091976,2026540002,Melrose South-Mott Haven North                                             
XANI,NYCEEC,X,Ivy League Early Learning Academy,,718-239-5275,4022 East Tremont Ave,10465,1,90,1034629,237946,bronx@ivyleagueearlylearning.com,3,http://ivyleagueearlylearning.com,3,1,08XANI,40.819636,-73.817594,7,13,132,2080463,2055760097,Schuylerville-Throgs Neck-Edgewater Park                                   
QBNI,NYCEEC,Q,D'little Star Day Care,,352-812-6661,111 - 08 Sutphin Blvd,11435,1,29,1040917,190154,Asad4222@gmail.com,5,,9,3,28QBNI,40.68857,-73.795563,7,28,190,,,Baisley Park                                                               
KBSA,NYCEEC,K,Bushwick United HDFC 2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-821-2345,77 Wilson Ave,11237,1,38,1004288,195057,BUSHEDU@AOL.COM,5,,9,3,32KBSA,40.702,-73.927984,7,34,427,3394894,3031740002,Bushwick North                                                             
QBGS,NYCEEC,Q,Ivy League Early Learning Academy,,718-352-8972,6158 Springfield Blvd,11364,1,54,1051811,211680,bayside@ivyleagueearlylearning.com,3,http://ivyleagueearlylearning.com,7,1,26QBGS,40.748777,-73.756556,7,23,1367,4162215,4076100040,Oakland Gardens                                                            
XAWK,NYCEEC,X,Monsignor Boyle Head Start,,718-402-0081,3044 Hull Ave,10467,1,54,1017589,256795,rgershenlowy@cmcs.org,5,http://cmcs.org,9,3,10XAWK,40.87177,-73.879316,7,11,425,2017913,2033320010,Norwood                                                                    
MARJ,NYCEEC,M,Graham Windham DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,212-491-8501,669 Lenox Ave,10037,1,34,1001612,237905,ruchkinan@e-s-s.org,5,,9,3,05MARJ,40.81939,-73.937012,7,9,232,1085366,1020120025,Central Harlem North-Polo Grounds                                          
QAAD,NYCEEC,Q,A Child's Place Too - 108th Street,,718-565-2466,32 - 20 108th St,11369,1,45,1022611,215949,uprekacp@gmail.com,6,http://achildsplacetoo.com,3,2,24QAAD,40.759612,-73.861334,7,21,373,4000000,4017020029,East Elmhurst                                                              
KBPT,NYCEEC,K,NYL - William O'Connor,,718-680-9751,420 95th St,11209,1,19,975747,163419,mary.olsen@yai.org,5,,4,2,20KBPT,40.615448,-74.030699,7,43,162,3329016,3061230028,Bay Ridge                                                                  
KCPD,NYCEEC,K,Little Sunshine Child Development,,347-673-7239,2102 70th St,11204,1,12,987976,162301,littlesunshine.cd@gmail.com,5,http://littlesunshinecdc.com,9,3,20KCPD,40.612199,-73.986378,7,44,258,3157486,3061750006,Bensonhurst West                                                           
MBFX,NYCEEC,M,Urban Concepts / Round The Clock,,212-862-2273,300 W 145 St,10039,1,20,1000120,239056,patricia.charles@msn.com,3,,2,1,05MBFX,40.822892,-73.942071,7,9,259,1060788,1020447501,Central Harlem North-Polo Grounds                                          
Z015,DOE,M,Pre - K Center At 2 - 26 Washington St.,,212-637-8000,2 - 26 Washington St,10004,1,108,979937,196397,pre-k@schools.nyc.gov,5,,9,3,02Z015,40.705137,-74.015585,7,1,13,1087080,1000157501,Battery Park City-Lower Manhattan                                          
Q022,DOE,Q,P.S. 022 Thomas Jefferson,,718-762-4141,153 - 33 Sanford Ave,11355,1,36,1036600,216838,jmeyer5@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/25/q022,3,3,25Q022,40.761186,-73.812072,7,20,1167,4438184,4053280001,Murray Hill                                                                
K243,DOE,K,P.S. 243k - The Weeksville School,,718-604-6909,1580 Dean St,11213,1,36,1002118,185508,khambri@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/16/k243,3,3,16K243,40.676094,-73.935688,7,36,309,3035761,3013470001,Crown Heights North                                                        
KBJI,NYCEEC,K,Marcy Children's Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-855-7252,494 Marcy Ave,11206,1,20,998055,193639,betinolr@e-s-s.org,3,,7,1,14KBJI,40.698084,-73.949756,7,36,255,3325586,3017190001,Bedford                                                                    
XAOK,NYCEEC,X,Seventh Avenue Center For Family Services,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-901-0140,1646 Montgomery Ave,10453,1,31,1006412,248497,info@7thavenuecenter.org,3,,6,2,09XAOK,40.848772,-73.92005,7,14,21501,2008989,2028780028,University Heights-Morris Heights                                          
QADQ,NYCEEC,Q,Our Lady Of Mercy Catholic Academy,,718-793-2086,7025 Kessel St,11375,1,72,1025740,199447,principal@mercyhills.org,3,http://olmercyca.org,3,1,28QADQ,40.713846,-73.850593,7,29,729,4077260,4032250004,Forest Hills                                                               
QATL,NYCEEC,Q,Rainbow Christian Preschool,,718-335-3361,7201 43rd Ave,11377,1,76,1014059,209714,rainbowchristianwoodside@gmail.com,3,http://rainbowchristian.com,3,1,24QATL,40.742057,-73.892514,7,26,483,4437121,4013530001,Elmhurst-Maspeth                                                           
MAFQ,NYCEEC,M,Our Lady Queen Of Martyrs School,,212-567-3190,71 Arden St,10040,1,54,1004154,253977,m035@adnyeducation.org,5,http://olqmnyc.org,9,3,06MAFQ,40.863192,-73.927925,7,10,287,1064245,1021750136,Washington Heights North                                                   
QASB,NYCEEC,Q,Mi Nuevo Mundo,,718-476-3128,104 - 19 39th Ave,11368,1,32,1022636,212934,mnm104100@gmail.com,3,,2,2,24QASB,40.750793,-73.86167,7,21,403,,,North Corona                                                               
KBJZ,NYCEEC,K,Saratoga II - Shirley Chisholm Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-443-4100,69 Saratoga Ave,11233,1,89,1007192,188674,ddavidson@sco.org,3,http://sco.org,7,1,23KBJZ,40.684487,-73.917493,7,41,373,3040195,3014980006,Ocean Hill                                                                 
X066,DOE,X,P.S. 066 School Of Higher Expectations,,718-319-2820,1001 Jennings St,10460,1,72,1015564,242160,,2,http://schools.nyc.gov/schoolportals/12/x066,3,3,12X066,40.831165,-73.887094,7,17,157,2010916,2030080001,Crotona Park East                                                          
KBQP,NYCEEC,K,Shore Parkway Head Start,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-265-2359,8885 26th Ave,11214,1,36,986901,154500,sparkway8885@gmail.com,5,,9,3,21KBQP,40.590844,-73.991017,7,43,314,3187110,3069100017,Gravesend                                                                  
QAIR,NYCEEC,Q,Yeshiva Tifereth Moshe Day Care,,718-846-7300,8306 Abingdon Rd,11415,1,19,1030263,197144,ytmdaycare@gmail.com,3,http://tiferesmoshe.org,3,1,28QAIR,40.707787,-73.833842,7,29,775,4437658,4033290011,Kew Gardens                                                                
KCIW,NYCEEC,K,IP Kids Montessori,,718-633-1178,850 50th St,11220,1,87,983551,172516,JLee7818@gmail.com,3,,3,2,20KCIW,40.640435,-74.002598,7,38,108,3137829,3056440027,Sunset Park East                                                           
KCPE,NYCEEC,K,Little Scholars II,,917-774-6505,448 Neptune Ave,11224,1,18,992545,150381,littlescholarsnyc2@gmail.com,5,,9,3,21KCPE,40.579867,-73.970207,7,48,35602,3196581,3072740015,West Brighton                                                              
XARJ,NYCEEC,X,Santa Maria School,,718-863-5047,1651 Zerega Ave,10462,1,207,1025506,245112,santamariaec@yahoo.com,7,http://santamariabronx.org,3,1,11XARJ,40.839497,-73.850633,7,18,204,2042064,2039910078,Westchester-Unionport                                                      
XACY,NYCEEC,X,St. Ann - Our Lady Of Mount Carmel Annex,,718-655-3449,3511 Bainbridge Ave,10467,1,36,1017830,260531,lflores@saintannschoolbx.org,2,,1,1,10XACY,40.881387,-73.878395,7,11,431,2017800,2033280060,Norwood                                                                    
X169,DOE,X,Baychester Academy,,718-325-1138,3500 Edson Ave,10466,1,36,1028633,260367,cvaugha2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/11/x169,1,3,11X169,40.881153,-73.839755,7,12,460,2116222,2048940001,Eastchester-Edenwald-Baychester                                            
K013,DOE,K,P.S. 013 Roberto Clemente,,718-498-3717,557 Pennsylvania Ave,11207,1,36,1013831,181130,mcameron2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/19/k013,3,3,19K013,40.663673,-73.893754,7,42,1126,3085070,3038230001,East New York (Pennsylvania Ave)                                           
KBIS,NYCEEC,K,"Yeled V'Yalda ECC, Inc.",,718-514-8980,600 Mcdonald Ave,11218,3,45,989993,172288,Blemmer@yeled.org,5,http://yeled.org,9,3,20KBIS,40.639418,-73.978914,7,39,486,3125932,3053690006,Kensington-Ocean Parkway                                                   
RADN,NYCEEC,R,Foch,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,917-567-3545,195 Gordon St,10304,1,54,961424,166260,jhamilton2525@yahoo.com,3,http://fochdaycare.org,7,2,31RADN,40.622959,-74.082863,7,49,29,5108860,5005450100,Stapleton-Rosebank                                                         
QBJN,NYCEEC,Q,Al - Mamoor School,,718-739-0902,78 - 31 Parsons Blvd,11366,1,28,1037125,202173,almamoor@gmail.com,2,http://al-mamoor.org,3,1,25QBJN,40.722201,-73.80979,7,24,1257,4147910,4068290001,Kew Gardens Hills                                                          
KCGO,NYCEEC,K,CDC Of Kingsborough,,718-368-5868,1915 Oriental Blvd,11235,1,18,1002181,150120,Linda.McHugh@kbcc.cuny.edu,3,http://kbcc.cuny.edu,7,1,22KCGO,40.578497,-73.935321,7,48,616,3326936,3087600060,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
